,movieId,timestamp,zeroEtoile,uneEtoile,deuxEtoile,toisEtoile,quatreEtoile,cingEtoile
511,82202,2011,4.0,9.0,104.0,76.0,160.0,3.0
512,82209,2011,,,2.0,1.0,1.0,
513,82242,2011,2.0,,22.0,24.0,102.0,8.0
514,82244,2011,,1.0,18.0,16.0,28.0,2.0
515,82324,2011,,,1.0,,1.0,
516,82360,2011,,,4.0,2.0,3.0,
517,82366,2011,,2.0,3.0,1.0,4.0,
518,82378,2011,,3.0,17.0,29.0,24.0,1.0
519,82380,2011,,,1.0,2.0,3.0,
520,82447,2011,,1.0,11.0,4.0,16.0,
521,82459,2011,9.0,2.0,85.0,164.0,1190.0,146.0
522,82461,2011,12.0,11.0,155.0,146.0,435.0,49.0
523,82463,2011,,4.0,17.0,27.0,108.0,6.0
524,82499,2011,2.0,4.0,44.0,16.0,33.0,
525,82527,2011,2.0,,11.0,22.0,110.0,5.0
526,82534,2011,,1.0,21.0,28.0,83.0,1.0
527,82667,2011,1.0,,12.0,13.0,79.0,12.0
528,82703,2011,,1.0,2.0,2.0,2.0,
529,82744,2011,2.0,2.0,21.0,27.0,67.0,
530,82765,2011,,,1.0,3.0,7.0,
531,82767,2011,1.0,3.0,23.0,39.0,99.0,4.0
532,82842,2011,,,,1.0,3.0,
533,82852,2011,10.0,11.0,81.0,45.0,56.0,4.0
534,82854,2011,7.0,4.0,39.0,38.0,24.0,
535,82926,2011,,,,2.0,11.0,1.0
536,82928,2011,,,3.0,3.0,1.0,
537,82931,2011,,2.0,3.0,3.0,5.0,
538,83006,2011,,,,1.0,2.0,
539,83067,2011,,,7.0,3.0,2.0,
540,83086,2011,6.0,1.0,23.0,28.0,61.0,9.0
541,83132,2011,1.0,,,2.0,32.0,2.0
542,83134,2011,,,13.0,23.0,136.0,10.0
543,83138,2011,,,3.0,1.0,1.0,
544,83177,2011,6.0,5.0,23.0,11.0,5.0,1.0
545,83180,2011,,,4.0,3.0,6.0,1.0
546,83264,2011,,,,,7.0,
547,83270,2011,1.0,,10.0,13.0,83.0,4.0
548,83293,2011,1.0,,4.0,1.0,26.0,2.0
549,83302,2011,,,15.0,9.0,19.0,2.0
550,83332,2011,1.0,,1.0,3.0,12.0,2.0
551,83369,2011,1.0,2.0,14.0,25.0,93.0,3.0
552,83374,2011,2.0,1.0,8.0,16.0,36.0,
553,83450,2011,,,1.0,1.0,3.0,1.0
554,83478,2011,1.0,2.0,14.0,3.0,5.0,
555,83506,2011,5.0,1.0,4.0,7.0,36.0,5.0
556,83525,2011,,,3.0,2.0,3.0,
557,83579,2011,,,,1.0,1.0,
558,83619,2011,,1.0,,1.0,1.0,
559,83801,2011,,,1.0,4.0,2.0,
560,83803,2011,1.0,1.0,5.0,7.0,41.0,7.0
561,83827,2011,1.0,,5.0,6.0,24.0,3.0
562,83842,2011,,,2.0,2.0,1.0,
563,83912,2011,,,1.0,1.0,1.0,
564,83976,2011,1.0,,17.0,29.0,65.0,
565,84116,2011,1.0,,3.0,1.0,27.0,3.0
566,84128,2011,,,1.0,1.0,6.0,
567,84137,2011,,2.0,3.0,3.0,7.0,
568,84156,2011,,,,,1.0,1.0
569,84160,2011,1.0,,4.0,2.0,7.0,
570,84189,2011,2.0,1.0,18.0,9.0,13.0,2.0
571,84234,2011,,,,,6.0,
572,84240,2011,,,1.0,2.0,20.0,3.0
573,84242,2011,,,4.0,9.0,20.0,1.0
574,84260,2011,,1.0,2.0,,,
575,84407,2011,,,1.0,1.0,6.0,1.0
576,84444,2011,,,1.0,2.0,4.0,
577,84506,2011,,,1.0,2.0,5.0,
578,84525,2011,,,2.0,,,
579,84532,2011,,,3.0,1.0,3.0,
580,84570,2011,1.0,5.0,12.0,11.0,20.0,2.0
581,84621,2011,,,7.0,1.0,3.0,
582,84696,2011,,,9.0,6.0,25.0,1.0
583,84732,2011,,3.0,21.0,7.0,6.0,
584,84770,2011,2.0,1.0,1.0,4.0,15.0,2.0
585,84775,2011,1.0,,5.0,6.0,39.0,6.0
586,84880,2011,,,5.0,3.0,9.0,
587,84952,2011,,,5.0,3.0,35.0,4.0
588,84957,2011,,,1.0,1.0,3.0,
589,84974,2011,,,1.0,,,
590,84980,2011,1.0,,4.0,6.0,25.0,
591,85007,2011,,,12.0,8.0,22.0,5.0
592,85190,2011,,,2.0,1.0,5.0,1.0
593,85211,2011,1.0,,5.0,5.0,11.0,2.0
594,85291,2011,,,,2.0,1.0,
595,85293,2011,,,1.0,1.0,,
596,85295,2011,4.0,3.0,7.0,,5.0,
597,85305,2011,,,4.0,7.0,3.0,
598,85342,2011,1.0,1.0,6.0,9.0,139.0,37.0
599,85372,2011,1.0,1.0,9.0,14.0,17.0,1.0
600,85394,2011,,,8.0,9.0,39.0,7.0
601,85401,2011,2.0,4.0,28.0,31.0,79.0,4.0
602,85412,2011,3.0,3.0,17.0,22.0,97.0,9.0
603,85527,2011,,,1.0,,4.0,1.0
604,85540,2011,,,4.0,1.0,8.0,2.0
605,85555,2011,,,1.0,,1.0,
606,85567,2011,,,,,2.0,
607,85574,2011,,,3.0,1.0,1.0,
608,85774,2011,1.0,1.0,4.0,5.0,83.0,27.0
609,85780,2011,3.0,,9.0,18.0,51.0,3.0
610,85783,2011,,,,,1.0,
611,85788,2011,9.0,5.0,42.0,29.0,75.0,5.0
612,85790,2011,,2.0,10.0,9.0,25.0,5.0
613,85885,2011,,,2.0,,7.0,1.0
614,86000,2011,,,,2.0,7.0,1.0
615,86028,2011,,,8.0,5.0,8.0,
616,86096,2011,,,1.0,2.0,6.0,1.0
617,86137,2011,1.0,,2.0,2.0,11.0,
618,86142,2011,2.0,1.0,14.0,25.0,126.0,22.0
619,86145,2011,,,1.0,1.0,1.0,
620,86233,2011,1.0,,7.0,4.0,6.0,
621,86244,2011,1.0,,4.0,1.0,8.0,
622,86277,2011,,,1.0,1.0,3.0,
623,86279,2011,,,,1.0,4.0,1.0
624,86300,2011,,,2.0,3.0,3.0,1.0
625,86345,2011,7.0,2.0,8.0,9.0,131.0,36.0
626,86408,2011,,,1.0,1.0,5.0,
627,86432,2011,,,2.0,,6.0,
628,86546,2011,,,1.0,1.0,1.0,
629,86576,2011,,,,,4.0,1.0
630,86578,2011,,,,1.0,1.0,2.0
631,86606,2011,,,1.0,,2.0,
632,86626,2011,,,1.0,2.0,2.0,
633,86642,2011,1.0,,7.0,4.0,17.0,1.0
634,86717,2011,,,,,2.0,1.0
635,86723,2011,,,1.0,1.0,4.0,
636,86725,2011,1.0,,2.0,2.0,,
637,86750,2011,,,3.0,4.0,5.0,
638,86762,2011,,,3.0,1.0,6.0,
639,86775,2011,,,,,3.0,
640,86781,2011,1.0,,5.0,14.0,120.0,26.0
641,86807,2011,,,1.0,,,
642,86837,2011,,,2.0,1.0,,
643,86876,2011,,,3.0,1.0,,
644,86892,2011,,1.0,,3.0,23.0,3.0
645,86922,2011,,,,,2.0,
646,86970,2011,,,1.0,,,
647,86985,2011,,,,1.0,7.0,
648,87000,2011,,,4.0,,,
649,87047,2011,,,1.0,2.0,2.0,
650,87065,2011,,,1.0,1.0,,
651,87079,2011,1.0,,11.0,21.0,36.0,1.0
652,87096,2011,,,2.0,1.0,1.0,
653,87098,2011,,,1.0,,,
654,87100,2011,,,,,4.0,
655,87105,2011,1.0,1.0,6.0,3.0,1.0,
656,87194,2011,2.0,,1.0,3.0,11.0,1.0
657,87197,2011,,,4.0,2.0,3.0,
658,87234,2011,,2.0,14.0,15.0,104.0,10.0
659,87279,2011,,1.0,,,4.0,
660,87287,2011,,,1.0,2.0,5.0,
661,87298,2011,,1.0,21.0,22.0,69.0,1.0
662,87302,2011,1.0,1.0,3.0,1.0,1.0,
663,87304,2011,1.0,,8.0,23.0,103.0,14.0
664,87314,2011,1.0,,1.0,2.0,2.0,
665,87320,2011,,,,,2.0,
666,87332,2011,,,1.0,1.0,2.0,
667,87405,2011,,,2.0,,4.0,
668,87410,2011,,1.0,,,,
669,87444,2011,2.0,3.0,3.0,,4.0,1.0
670,87499,2011,,1.0,2.0,1.0,1.0,
671,87527,2011,,,2.0,1.0,1.0,
672,87549,2011,1.0,,5.0,1.0,1.0,
673,87644,2011,,,,,1.0,
674,87785,2011,,1.0,10.0,8.0,18.0,1.0
675,87790,2011,1.0,,4.0,,,
676,87792,2011,,,3.0,1.0,,
677,87860,2011,,,,1.0,,
678,87921,2011,2.0,2.0,11.0,9.0,10.0,
679,87964,2011,,,1.0,,1.0,
680,87971,2011,,,1.0,2.0,2.0,
681,87990,2011,,,2.0,2.0,1.0,
682,87992,2011,,,2.0,1.0,2.0,1.0
683,88078,2011,,,2.0,,,
684,88094,2011,,,,1.0,2.0,1.0
685,88118,2011,,2.0,4.0,11.0,39.0,4.0
686,88131,2011,,,1.0,2.0,4.0,1.0
687,88270,2011,,1.0,3.0,,2.0,
688,88339,2011,,,1.0,4.0,6.0,
689,88343,2011,,,2.0,,2.0,
690,88368,2011,,,,,1.0,
691,88380,2011,1.0,,6.0,13.0,1.0,
692,88425,2011,,,3.0,1.0,3.0,
693,88448,2011,,,1.0,,,1.0
694,88468,2011,1.0,2.0,10.0,,2.0,
695,88495,2011,,1.0,,,6.0,
696,88564,2011,,,1.0,1.0,3.0,
697,88566,2011,,,1.0,,3.0,
698,88568,2011,,,,2.0,3.0,
699,88572,2011,2.0,,2.0,1.0,1.0,1.0
700,88593,2011,,,1.0,,4.0,
701,88597,2011,,,2.0,,1.0,
702,88599,2011,,,1.0,1.0,1.0,
703,88682,2011,,,,,2.0,
704,88699,2011,2.0,1.0,5.0,2.0,5.0,1.0
705,88726,2011,,,,,1.0,
706,88734,2011,,,,1.0,1.0,
707,88877,2011,,,,1.0,,
708,88911,2011,,,,,3.0,1.0
709,88950,2011,1.0,,8.0,12.0,45.0,4.0
710,88977,2011,,,2.0,3.0,8.0,
711,89000,2011,,1.0,1.0,2.0,5.0,
712,89028,2011,1.0,,16.0,5.0,5.0,2.0
713,89047,2011,2.0,3.0,14.0,9.0,41.0,6.0
714,89072,2011,,1.0,3.0,4.0,9.0,1.0
715,89102,2011,,,6.0,5.0,25.0,1.0
716,89162,2011,,,,,3.0,
717,89164,2011,,,3.0,,2.0,
718,89217,2011,,,3.0,1.0,1.0,
719,89281,2011,5.0,1.0,,,,
720,89300,2011,,,2.0,2.0,3.0,
721,89327,2011,,,,1.0,,
722,89377,2011,,,2.0,3.0,2.0,
723,89449,2011,,,,2.0,2.0,
724,89501,2011,,,,2.0,3.0,
725,89580,2011,,,1.0,2.0,4.0,
726,89582,2011,,1.0,1.0,1.0,6.0,2.0
727,89584,2011,,,1.0,1.0,1.0,
728,89629,2011,1.0,,1.0,6.0,20.0,1.0
729,89720,2011,,1.0,,,1.0,
730,89778,2011,,,,,3.0,
731,89780,2011,,,2.0,1.0,12.0,1.0
732,89983,2011,,,,2.0,,
733,90007,2011,,,1.0,,,
734,90061,2011,,,4.0,2.0,2.0,
735,90066,2011,,,3.0,,,
736,90281,2011,,,2.0,2.0,1.0,
737,90310,2011,,,,2.0,3.0,
738,90350,2011,1.0,,2.0,,11.0,
739,90353,2011,,,3.0,2.0,7.0,
740,90378,2011,2.0,,4.0,5.0,18.0,
741,90413,2011,,,1.0,1.0,,
742,90421,2011,,,2.0,,3.0,
743,90426,2011,,,3.0,2.0,,
744,90561,2011,,,2.0,1.0,1.0,
745,90564,2011,,,3.0,2.0,1.0,
746,90632,2011,,,1.0,,,
747,90649,2011,,,2.0,1.0,,
748,90899,2011,,,,1.0,3.0,1.0
749,90965,2011,,,,,1.0,
750,91044,2011,,,1.0,2.0,,
751,91048,2011,,,,,2.0,
752,91187,2011,,,,,2.0,
753,91211,2011,,,,,1.0,
754,91213,2011,,1.0,,2.0,,
755,91216,2011,,,,1.0,,
756,91235,2011,,,,1.0,,
757,91243,2011,,,3.0,1.0,2.0,
758,91273,2011,,1.0,2.0,1.0,3.0,
759,91290,2011,,,1.0,3.0,8.0,
760,91302,2011,,,,2.0,3.0,
761,91490,2011,,,3.0,2.0,1.0,
762,91505,2011,,,,,2.0,1.0
763,91509,2011,,,1.0,,,
764,91605,2011,,,,,3.0,
765,91681,2011,,,,1.0,1.0,
766,91683,2011,,,,1.0,,
767,91793,2011,,,,1.0,1.0,
768,91823,2011,,,,1.0,4.0,
769,91888,2011,,,,1.0,,
770,91906,2011,,,1.0,1.0,,
771,91914,2011,,,1.0,,,
772,91929,2011,,,,2.0,2.0,
773,73268,2012,1.0,,10.0,19.0,24.0,2.0
774,73319,2012,,,7.0,7.0,22.0,4.0
775,73321,2012,2.0,1.0,31.0,55.0,122.0,13.0
776,73744,2012,,,,1.0,,
777,73929,2012,4.0,2.0,19.0,7.0,11.0,
778,74131,2012,,,5.0,,6.0,
779,74154,2012,,1.0,11.0,6.0,12.0,
780,74156,2012,,,6.0,6.0,12.0,
781,74324,2012,,,6.0,9.0,68.0,10.0
782,74450,2012,2.0,2.0,19.0,10.0,25.0,5.0
783,74452,2012,,3.0,15.0,9.0,7.0,1.0
784,74458,2012,5.0,5.0,60.0,97.0,737.0,136.0
785,74530,2012,1.0,4.0,20.0,7.0,37.0,2.0
786,74532,2012,,3.0,8.0,4.0,8.0,
787,74545,2012,1.0,1.0,8.0,25.0,106.0,12.0
788,74580,2012,,,6.0,3.0,6.0,
789,74685,2012,,1.0,10.0,13.0,28.0,2.0
790,74688,2012,2.0,,10.0,11.0,14.0,
791,74698,2012,,1.0,5.0,7.0,2.0,2.0
792,74787,2012,,,2.0,3.0,6.0,1.0
793,74789,2012,5.0,12.0,70.0,93.0,176.0,18.0
794,74795,2012,,1.0,8.0,10.0,44.0,3.0
795,74851,2012,,3.0,9.0,7.0,29.0,2.0
796,74916,2012,,1.0,7.0,7.0,10.0,1.0
797,74944,2012,,,2.0,5.0,10.0,1.0
798,74946,2012,,2.0,11.0,12.0,27.0,2.0
799,75341,2012,1.0,,7.0,7.0,26.0,8.0
800,75395,2012,,1.0,5.0,4.0,9.0,
801,75438,2012,,,,,2.0,
802,75803,2012,,,1.0,,1.0,
803,75805,2012,,1.0,18.0,11.0,13.0,3.0
804,75985,2012,,,9.0,6.0,26.0,
805,76077,2012,3.0,1.0,31.0,36.0,61.0,2.0
806,76093,2012,2.0,2.0,46.0,59.0,581.0,136.0
807,76175,2012,2.0,4.0,41.0,29.0,47.0,7.0
808,76217,2012,,,,,1.0,
809,76251,2012,4.0,6.0,59.0,102.0,564.0,71.0
810,76293,2012,,1.0,25.0,21.0,54.0,
811,76738,2012,1.0,,,3.0,11.0,3.0
812,76753,2012,,,1.0,2.0,2.0,
813,76755,2012,,,2.0,,3.0,
814,76763,2012,2.0,,5.0,11.0,19.0,1.0
815,77191,2012,,,7.0,3.0,10.0,2.0
816,77206,2012,,2.0,9.0,5.0,8.0,1.0
817,77364,2012,,1.0,9.0,8.0,16.0,2.0
818,77414,2012,,,5.0,4.0,8.0,1.0
819,77421,2012,,1.0,3.0,6.0,13.0,1.0
820,77455,2012,1.0,,15.0,18.0,221.0,46.0
821,77561,2012,2.0,3.0,62.0,108.0,491.0,89.0
822,77629,2012,,,,3.0,9.0,1.0
823,77665,2012,,1.0,1.0,1.0,1.0,
824,77667,2012,2.0,1.0,15.0,10.0,8.0,1.0
825,77672,2012,,,,1.0,3.0,
826,77798,2012,,2.0,13.0,6.0,5.0,
827,77800,2012,,,6.0,10.0,43.0,6.0
828,77818,2012,,,,1.0,2.0,
829,77820,2012,,,3.0,,2.0,
830,77833,2012,1.0,,1.0,5.0,7.0,
831,77837,2012,,,1.0,7.0,13.0,1.0
832,77866,2012,1.0,2.0,23.0,23.0,54.0,7.0
833,78022,2012,,,2.0,1.0,4.0,
834,78034,2012,,,,1.0,13.0,
835,78039,2012,,3.0,11.0,26.0,134.0,17.0
836,78041,2012,,,16.0,9.0,20.0,
837,78086,2012,,,1.0,,,
838,78088,2012,1.0,1.0,14.0,11.0,41.0,2.0
839,78105,2012,3.0,2.0,29.0,26.0,42.0,13.0
840,78116,2012,,,2.0,1.0,5.0,
841,78128,2012,,,,2.0,3.0,
842,78174,2012,4.0,10.0,16.0,9.0,15.0,1.0
843,78209,2012,,3.0,20.0,27.0,57.0,9.0
844,78218,2012,,1.0,6.0,7.0,31.0,
845,78247,2012,,,1.0,1.0,2.0,
846,78251,2012,,,,1.0,4.0,
847,78264,2012,1.0,,6.0,5.0,2.0,
848,78290,2012,1.0,,,,1.0,
849,78316,2012,,,7.0,8.0,25.0,5.0
850,78321,2012,7.0,,6.0,1.0,2.0,
851,78410,2012,1.0,,1.0,,,
852,78467,2012,1.0,3.0,8.0,11.0,9.0,
853,78469,2012,1.0,4.0,37.0,45.0,101.0,13.0
854,78499,2012,9.0,6.0,52.0,94.0,680.0,189.0
855,78517,2012,,,,1.0,7.0,
856,78574,2012,2.0,,15.0,15.0,148.0,20.0
857,78633,2012,,,,1.0,2.0,4.0
858,78637,2012,,1.0,13.0,15.0,34.0,2.0
859,78679,2012,1.0,1.0,11.0,5.0,4.0,
860,78759,2012,,,2.0,2.0,4.0,
861,78772,2012,19.0,8.0,33.0,27.0,51.0,16.0
862,78893,2012,12.0,8.0,21.0,11.0,19.0,4.0
863,78976,2012,,,,,2.0,
864,79057,2012,,1.0,24.0,18.0,43.0,3.0
865,79091,2012,,1.0,26.0,45.0,242.0,38.0
866,79132,2012,18.0,12.0,118.0,156.0,1483.0,635.0
867,79134,2012,5.0,1.0,14.0,19.0,16.0,2.0
868,79139,2012,1.0,,23.0,17.0,44.0,4.0
869,79185,2012,,1.0,24.0,28.0,51.0,2.0
870,79224,2012,3.0,3.0,17.0,8.0,41.0,2.0
871,79242,2012,2.0,3.0,11.0,16.0,60.0,1.0
872,79251,2012,1.0,1.0,6.0,3.0,10.0,
873,79274,2012,,1.0,,10.0,32.0,7.0
874,79293,2012,1.0,1.0,33.0,47.0,108.0,3.0
875,79428,2012,,4.0,30.0,12.0,22.0,3.0
876,79430,2012,,,2.0,,4.0,1.0
877,79463,2012,,,1.0,3.0,4.0,
878,79515,2012,,,,1.0,,
879,79553,2012,,,7.0,10.0,48.0,7.0
880,79570,2012,,,1.0,,1.0,
881,79572,2012,,1.0,1.0,,9.0,
882,79588,2012,1.0,,3.0,3.0,8.0,
883,79592,2012,1.0,,24.0,34.0,60.0,7.0
884,79599,2012,,,4.0,1.0,2.0,
885,79677,2012,,,2.0,,10.0,1.0
886,79695,2012,8.0,5.0,60.0,46.0,97.0,7.0
887,79702,2012,11.0,9.0,76.0,66.0,464.0,109.0
888,79720,2012,,,2.0,5.0,39.0,4.0
889,79741,2012,,,,,1.0,
890,79769,2012,,,,,1.0,
891,79796,2012,,,7.0,6.0,13.0,1.0
892,79824,2012,,,2.0,1.0,8.0,1.0
893,79842,2012,,,,,,1.0
894,79850,2012,,,1.0,2.0,3.0,
895,79860,2012,1.0,,4.0,12.0,10.0,
896,79879,2012,1.0,6.0,18.0,7.0,5.0,
897,79895,2012,,,2.0,1.0,4.0,1.0
898,79987,2012,,,2.0,1.0,4.0,2.0
899,80026,2012,1.0,3.0,5.0,1.0,5.0,
900,80054,2012,,,,1.0,1.0,
901,80094,2012,,1.0,4.0,2.0,7.0,
902,80126,2012,3.0,2.0,8.0,21.0,45.0,3.0
903,80137,2012,1.0,,,1.0,,
904,80166,2012,,,20.0,14.0,20.0,
905,80185,2012,1.0,,1.0,6.0,28.0,5.0
906,80204,2012,,,,1.0,,
907,80219,2012,3.0,2.0,32.0,26.0,78.0,8.0
908,80222,2012,,,2.0,2.0,10.0,3.0
909,80241,2012,,1.0,9.0,6.0,13.0,
910,80324,2012,,,2.0,1.0,3.0,1.0
911,80350,2012,7.0,3.0,8.0,3.0,3.0,1.0
912,80363,2012,1.0,5.0,19.0,21.0,45.0,11.0
913,80398,2012,,,5.0,3.0,13.0,1.0
914,80454,2012,,,1.0,3.0,2.0,
915,80463,2012,7.0,8.0,57.0,119.0,679.0,107.0
916,80469,2012,1.0,,1.0,1.0,10.0,2.0
917,80489,2012,2.0,3.0,21.0,46.0,327.0,32.0
918,80498,2012,,,1.0,,,
919,80549,2012,1.0,1.0,23.0,49.0,186.0,31.0
920,80551,2012,1.0,4.0,20.0,11.0,18.0,
921,80553,2012,,,1.0,6.0,15.0,2.0
922,80557,2012,,,2.0,,,
923,80572,2012,,,3.0,4.0,5.0,
924,80586,2012,1.0,,2.0,2.0,13.0,1.0
925,80588,2012,,,1.0,2.0,4.0,2.0
926,80590,2012,,,11.0,10.0,18.0,3.0
927,80615,2012,,,7.0,8.0,26.0,3.0
928,80617,2012,2.0,,5.0,1.0,2.0,1.0
929,80655,2012,,,,1.0,1.0,
930,80680,2012,,1.0,,,,
931,80693,2012,,,7.0,16.0,69.0,7.0
932,80775,2012,,,1.0,1.0,3.0,
933,80779,2012,,,,,2.0,
934,80820,2012,,,,3.0,3.0,1.0
935,80831,2012,,,8.0,12.0,64.0,11.0
936,80834,2012,,,,2.0,,
937,80839,2012,,,7.0,9.0,35.0,11.0
938,80846,2012,2.0,,15.0,8.0,24.0,2.0
939,80858,2012,,1.0,7.0,6.0,6.0,
940,80860,2012,,2.0,8.0,13.0,36.0,5.0
941,80862,2012,,1.0,6.0,5.0,22.0,4.0
942,80864,2012,,,11.0,14.0,19.0,
943,80880,2012,1.0,,10.0,6.0,6.0,
944,80906,2012,1.0,,10.0,17.0,124.0,53.0
945,80917,2012,,2.0,8.0,10.0,34.0,1.0
946,80928,2012,,1.0,1.0,2.0,12.0,3.0
947,80939,2012,,,3.0,4.0,17.0,1.0
948,80941,2012,,,,1.0,8.0,1.0
949,80969,2012,,,11.0,7.0,83.0,12.0
950,81018,2012,,,7.0,7.0,32.0,6.0
951,81080,2012,,1.0,2.0,,,
952,81083,2012,1.0,,2.0,2.0,7.0,
953,81111,2012,,,,,2.0,
954,81132,2012,,1.0,6.0,3.0,13.0,2.0
955,81138,2012,,,,,2.0,1.0
956,81140,2012,1.0,,3.0,3.0,2.0,
957,81156,2012,4.0,1.0,5.0,7.0,25.0,6.0
958,81158,2012,,,1.0,2.0,18.0,4.0
959,81162,2012,,1.0,,1.0,,
960,81180,2012,1.0,1.0,8.0,1.0,8.0,
961,81191,2012,,,1.0,2.0,20.0,3.0
962,81229,2012,,1.0,19.0,42.0,133.0,12.0
963,81257,2012,,1.0,1.0,3.0,28.0,2.0
964,81270,2012,1.0,5.0,5.0,3.0,4.0,
965,81330,2012,,,,1.0,,
966,81383,2012,,,3.0,3.0,8.0,1.0
967,81385,2012,,,4.0,4.0,17.0,2.0
968,81398,2012,,,1.0,,,
969,81417,2012,4.0,,14.0,13.0,24.0,3.0
970,81424,2012,,,1.0,,4.0,1.0
971,81427,2012,,,1.0,,,
972,81451,2012,1.0,,,,2.0,
973,81456,2012,,,,2.0,8.0,1.0
974,81512,2012,1.0,,13.0,14.0,36.0,
975,81516,2012,,,5.0,10.0,8.0,
976,81520,2012,,,1.0,1.0,4.0,
977,81535,2012,5.0,2.0,12.0,7.0,11.0,4.0
978,81537,2012,2.0,,35.0,30.0,51.0,8.0
979,81562,2012,4.0,5.0,54.0,60.0,411.0,47.0
980,81564,2012,2.0,1.0,23.0,45.0,210.0,29.0
981,81591,2012,12.0,12.0,98.0,107.0,751.0,139.0
982,81637,2012,,,1.0,,,
983,81639,2012,,,,1.0,6.0,
984,81641,2012,,1.0,3.0,8.0,21.0,1.0
985,81711,2012,,,,1.0,3.0,
986,81725,2012,,,,,4.0,
987,81727,2012,,,,,1.0,
988,81731,2012,,,1.0,,16.0,2.0
989,81744,2012,1.0,1.0,2.0,,1.0,1.0
990,81751,2012,,,1.0,1.0,6.0,
991,81782,2012,,,15.0,16.0,49.0,1.0
992,81784,2012,,1.0,10.0,15.0,28.0,1.0
993,81786,2012,,1.0,6.0,5.0,19.0,7.0
994,81788,2012,,,9.0,23.0,79.0,14.0
995,81791,2012,2.0,,3.0,10.0,13.0,1.0
996,81802,2012,,,,1.0,,
997,81804,2012,,1.0,3.0,3.0,18.0,1.0
998,81817,2012,,,2.0,5.0,11.0,2.0
999,81819,2012,1.0,,3.0,6.0,32.0,3.0
1000,81831,2012,,,1.0,,,
1001,81834,2012,7.0,9.0,66.0,85.0,500.0,175.0
1002,81845,2012,3.0,5.0,53.0,91.0,794.0,183.0
1003,81847,2012,3.0,3.0,28.0,50.0,342.0,62.0
1004,81906,2012,,,,,1.0,
1005,81932,2012,1.0,2.0,19.0,41.0,339.0,42.0
1006,81949,2012,,,5.0,2.0,4.0,
1007,81993,2012,,,3.0,,,
1008,82005,2012,,,2.0,1.0,2.0,
1009,82009,2012,,,2.0,1.0,1.0,
1010,82022,2012,,,2.0,,1.0,1.0
1011,82037,2012,,1.0,1.0,1.0,17.0,
1012,82053,2012,,,5.0,5.0,7.0,1.0
1013,82093,2012,2.0,1.0,8.0,4.0,11.0,
1014,82095,2012,6.0,9.0,17.0,4.0,9.0,1.0
1015,82097,2012,,,,,1.0,
1016,82102,2012,,,1.0,,1.0,
1017,82115,2012,,,,,1.0,
1018,82154,2012,1.0,,1.0,,,
1019,82167,2012,1.0,,16.0,25.0,58.0,4.0
1020,82169,2012,1.0,1.0,7.0,23.0,48.0,12.0
1021,82173,2012,,,4.0,4.0,27.0,2.0
1022,82202,2012,3.0,1.0,31.0,21.0,49.0,3.0
1023,82209,2012,,,1.0,2.0,1.0,
1024,82242,2012,,,10.0,15.0,41.0,1.0
1025,82244,2012,,4.0,7.0,8.0,13.0,1.0
1026,82324,2012,,,,1.0,1.0,
1027,82360,2012,,,,1.0,3.0,
1028,82366,2012,,,2.0,1.0,2.0,
1029,82378,2012,1.0,1.0,7.0,7.0,17.0,1.0
1030,82380,2012,,,,1.0,3.0,
1031,82447,2012,,,5.0,6.0,6.0,1.0
1032,82449,2012,1.0,,,,,
1033,82459,2012,4.0,2.0,37.0,60.0,539.0,72.0
1034,82461,2012,5.0,4.0,50.0,56.0,147.0,13.0
1035,82463,2012,,,2.0,5.0,19.0,5.0
1036,82499,2012,,1.0,13.0,4.0,12.0,
1037,82527,2012,,,4.0,6.0,19.0,1.0
1038,82534,2012,,,1.0,14.0,18.0,
1039,82667,2012,1.0,,4.0,5.0,39.0,7.0
1040,82703,2012,,,,2.0,3.0,
1041,82744,2012,,1.0,10.0,4.0,13.0,
1042,82765,2012,,,,2.0,5.0,1.0
1043,82767,2012,,,5.0,8.0,24.0,2.0
1044,82842,2012,,,,1.0,2.0,
1045,82852,2012,1.0,4.0,24.0,11.0,18.0,1.0
1046,82854,2012,1.0,2.0,21.0,9.0,7.0,
1047,82926,2012,,,1.0,2.0,5.0,
1048,82928,2012,1.0,,2.0,1.0,2.0,
1049,82931,2012,1.0,1.0,2.0,3.0,4.0,1.0
1050,83006,2012,,,1.0,,,
1051,83067,2012,,,2.0,,1.0,
1052,83086,2012,1.0,,9.0,5.0,16.0,1.0
1053,83089,2012,,,1.0,,1.0,
1054,83132,2012,2.0,,7.0,19.0,141.0,15.0
1055,83134,2012,,1.0,19.0,29.0,137.0,12.0
1056,83138,2012,,,,1.0,,
1057,83177,2012,3.0,2.0,6.0,2.0,1.0,1.0
1058,83180,2012,,,3.0,1.0,,
1059,83264,2012,,,,1.0,2.0,
1060,83270,2012,,,1.0,6.0,11.0,
1061,83293,2012,,,,1.0,15.0,1.0
1062,83302,2012,1.0,,7.0,6.0,18.0,
1063,83332,2012,1.0,,,3.0,6.0,
1064,83369,2012,,,3.0,10.0,29.0,3.0
1065,83374,2012,,,6.0,4.0,6.0,1.0
1066,83450,2012,,,,,3.0,
1067,83478,2012,,1.0,,1.0,3.0,1.0
1068,83506,2012,,1.0,1.0,1.0,12.0,3.0
1069,83525,2012,,,3.0,7.0,4.0,
1070,83579,2012,,,,,1.0,
1071,83619,2012,,,,1.0,1.0,
